Timestamp,Participant_ID,Condition,Mental_Demand,Temporal_Demand,Performance,Effort,Frustration
20-07-2026 06:28,usr_193,Dark_Pattern,7,7,6,8,7
20-07-2026 07:25,usr_194,Dark_Pattern,8,8,5,9,8
20-07-2026 08:09,usr_195,Bright_Pattern,3,2,2,3,2
20-07-2026 08:20,usr_196,Bright_Pattern,2,3,3,2,1
20-07-2026 09:56,usr_197,Dark_Pattern,7,7,6,8,7
20-07-2026 11:09,usr_198,Dark_Pattern,8,8,5,9,8
20-07-2026 13:07,usr_199,Bright_Pattern,2,2,2,2,1
20-07-2026 14:27,usr_200,Bright_Pattern,3,3,3,3,2
20-07-2026 15:42,usr_201,Dark_Pattern,8,7,6,9,8
20-07-2026 16:43,usr_202,Dark_Pattern,9,8,5,9,9
20-07-2026 17:13,usr_203,Bright_Pattern,2,2,2,2,1
20-07-2026 20:56,usr_204,Bright_Pattern,3,3,3,3,2
20-07-2026 22:15,usr_205,Dark_Pattern,7,8,6,8,7
20-07-2026 22:26,usr_206,Dark_Pattern,8,7,5,9,8
21-07-2026 06:49,usr_207,Bright_Pattern,2,2,2,2,2
21-07-2026 07:04,usr_208,Bright_Pattern,3,3,2,3,1
21-07-2026 07:29,usr_209,Dark_Pattern,8,7,6,8,8
21-07-2026 08:04,usr_210,Dark_Pattern,9,8,5,9,9
21-07-2026 08:57,usr_211,Bright_Pattern,2,2,2,2,1
21-07-2026 11:49,usr_212,Bright_Pattern,2,3,3,2,2
21-07-2026 12:37,usr_213,Dark_Pattern,7,7,6,8,7
21-07-2026 13:25,usr_214,Dark_Pattern,8,8,5,9,8
21-07-2026 14:49,usr_215,Bright_Pattern,3,2,2,3,2
21-07-2026 15:38,usr_216,Bright_Pattern,2,3,3,2,1
21-07-2026 16:37,usr_217,Dark_Pattern,8,7,6,9,8
21-07-2026 17:45,usr_218,Dark_Pattern,9,9,5,9,9
21-07-2026 21:14,usr_219,Bright_Pattern,2,2,2,2,1
21-07-2026 22:19,usr_220,Bright_Pattern,3,3,3,3,2
21-07-2026 23:28,usr_221,Dark_Pattern,7,8,6,8,7
22-07-2026 06:43,usr_222,Dark_Pattern,8,7,5,9,8
22-07-2026 07:05,usr_223,Bright_Pattern,2,2,2,2,2
22-07-2026 08:28,usr_224,Bright_Pattern,3,3,2,3,1
22-07-2026 09:23,usr_225,Dark_Pattern,8,7,6,8,8
22-07-2026 09:46,usr_226,Dark_Pattern,9,8,5,9,9
22-07-2026 11:55,usr_227,Bright_Pattern,2,2,2,2,1
22-07-2026 13:22,usr_228,Bright_Pattern,2,3,3,2,2
22-07-2026 13:28,usr_229,Dark_Pattern,7,7,6,8,7
22-07-2026 15:50,usr_230,Dark_Pattern,8,8,5,9,8
22-07-2026 16:53,usr_231,Bright_Pattern,3,2,2,3,2
22-07-2026 17:01,usr_232,Bright_Pattern,2,3,3,2,1
22-07-2026 19:05,usr_233,Dark_Pattern,7,7,6,8,7
22-07-2026 19:58,usr_234,Dark_Pattern,8,8,5,9,8
22-07-2026 23:08,usr_235,Bright_Pattern,2,2,2,2,1
23-07-2026 06:37,usr_236,Bright_Pattern,3,3,3,3,2
23-07-2026 06:38,usr_237,Dark_Pattern,8,7,6,9,8
23-07-2026 07:40,usr_238,Dark_Pattern,9,8,5,9,9
23-07-2026 09:29,usr_239,Bright_Pattern,2,2,2,2,2
23-07-2026 09:36,usr_240,Bright_Pattern,3,3,2,3,1
23-07-2026 10:11,usr_241,Dark_Pattern,7,7,6,8,7
23-07-2026 12:04,usr_242,Dark_Pattern,8,8,5,9,8
23-07-2026 13:05,usr_243,Bright_Pattern,2,3,2,2,1
23-07-2026 14:51,usr_244,Bright_Pattern,2,2,3,2,2
23-07-2026 15:53,usr_245,Dark_Pattern,7,7,6,8,7
23-07-2026 16:33,usr_246,Dark_Pattern,8,8,5,9,8
23-07-2026 18:22,usr_247,Bright_Pattern,3,2,2,3,2
23-07-2026 18:31,usr_248,Bright_Pattern,2,3,3,2,1
23-07-2026 20:19,usr_249,Dark_Pattern,8,7,6,9,8
24-07-2026 06:19,usr_250,Dark_Pattern,9,9,5,9,9
24-07-2026 07:37,usr_251,Bright_Pattern,2,2,2,2,1
24-07-2026 08:29,usr_252,Bright_Pattern,3,3,3,3,2
24-07-2026 09:33,usr_253,Dark_Pattern,7,8,6,8,7
24-07-2026 10:27,usr_254,Dark_Pattern,8,7,5,9,8
24-07-2026 12:47,usr_255,Bright_Pattern,2,2,2,2,2
24-07-2026 13:26,usr_256,Bright_Pattern,3,3,2,3,1
24-07-2026 14:33,usr_257,Dark_Pattern,8,7,6,8,8
24-07-2026 16:51,usr_258,Dark_Pattern,9,8,5,9,9
24-07-2026 17:25,usr_259,Bright_Pattern,2,2,2,2,1
24-07-2026 17:58,usr_260,Bright_Pattern,2,3,3,2,2
24-07-2026 19:56,usr_261,Dark_Pattern,7,7,6,8,7
25-07-2026 07:19,usr_262,Dark_Pattern,8,8,5,9,8
25-07-2026 08:08,usr_263,Bright_Pattern,3,2,2,3,2
25-07-2026 08:11,usr_264,Bright_Pattern,2,3,3,2,1
25-07-2026 10:10,usr_265,Dark_Pattern,7,7,6,8,7
25-07-2026 10:42,usr_266,Dark_Pattern,8,8,5,9,8
25-07-2026 12:05,usr_267,Bright_Pattern,2,2,2,2,1
25-07-2026 14:55,usr_268,Bright_Pattern,3,3,3,3,2
25-07-2026 15:20,usr_269,Dark_Pattern,8,7,6,9,8
25-07-2026 15:43,usr_270,Dark_Pattern,9,8,5,9,9
25-07-2026 16:04,usr_271,Bright_Pattern,2,2,2,2,2
25-07-2026 21:31,usr_272,Bright_Pattern,3,3,2,3,1
25-07-2026 21:42,usr_273,Dark_Pattern,7,7,6,8,7
25-07-2026 22:29,usr_274,Dark_Pattern,8,8,5,9,8
25-07-2026 23:41,usr_275,Bright_Pattern,2,3,2,2,1
26-07-2026 06:14,usr_276,Bright_Pattern,2,2,3,2,2
26-07-2026 07:00,usr_277,Dark_Pattern,7,7,6,8,7
26-07-2026 08:17,usr_278,Dark_Pattern,8,8,5,9,8
26-07-2026 08:47,usr_279,Bright_Pattern,3,2,2,3,2
26-07-2026 10:25,usr_280,Bright_Pattern,2,3,3,2,1
26-07-2026 11:13,usr_281,Dark_Pattern,8,7,6,9,8
26-07-2026 12:26,usr_282,Dark_Pattern,9,9,5,9,9
26-07-2026 14:34,usr_283,Bright_Pattern,2,2,2,2,1
26-07-2026 14:52,usr_284,Bright_Pattern,3,3,3,3,2
26-07-2026 15:57,usr_285,Dark_Pattern,7,8,6,8,7
26-07-2026 16:38,usr_286,Dark_Pattern,8,7,5,9,8
26-07-2026 17:58,usr_287,Bright_Pattern,2,2,2,2,2
26-07-2026 20:26,usr_288,Bright_Pattern,3,3,2,3,1
26-07-2026 22:46,usr_289,Dark_Pattern,8,7,6,8,8
27-07-2026 06:08,usr_290,Dark_Pattern,9,8,5,9,9
27-07-2026 06:31,usr_291,Bright_Pattern,2,2,2,2,1
27-07-2026 07:12,usr_292,Bright_Pattern,2,3,3,2,2
27-07-2026 08:58,usr_293,Dark_Pattern,7,7,6,8,7
27-07-2026 09:04,usr_294,Dark_Pattern,8,8,5,9,8
27-07-2026 11:27,usr_295,Bright_Pattern,3,2,2,3,2
27-07-2026 12:15,usr_296,Bright_Pattern,2,3,3,2,1
27-07-2026 13:09,usr_297,Dark_Pattern,7,7,6,8,7
27-07-2026 15:29,usr_298,Dark_Pattern,8,8,5,9,8
27-07-2026 17:23,usr_299,Bright_Pattern,2,2,2,2,1
27-07-2026 17:59,usr_300,Bright_Pattern,3,3,3,3,2
27-07-2026 18:41,usr_301,Dark_Pattern,8,7,6,9,8
27-07-2026 18:52,usr_302,Dark_Pattern,9,8,5,9,9
27-07-2026 22:03,usr_303,Bright_Pattern,2,2,2,2,2
28-07-2026 06:47,usr_304,Bright_Pattern,3,3,2,3,1
28-07-2026 08:33,usr_305,Dark_Pattern,7,7,6,8,7
28-07-2026 09:05,usr_306,Dark_Pattern,8,8,5,9,8
28-07-2026 09:35,usr_307,Bright_Pattern,2,3,2,2,1
28-07-2026 09:39,usr_308,Bright_Pattern,2,2,3,2,2
28-07-2026 13:01,usr_309,Dark_Pattern,7,7,6,8,7
28-07-2026 14:46,usr_310,Dark_Pattern,8,8,5,9,8
28-07-2026 16:05,usr_311,Bright_Pattern,3,2,2,3,2
28-07-2026 16:42,usr_312,Bright_Pattern,2,3,3,2,1
28-07-2026 16:44,usr_313,Dark_Pattern,8,7,6,9,8
28-07-2026 19:45,usr_314,Dark_Pattern,9,9,5,9,9
28-07-2026 21:29,usr_315,Bright_Pattern,2,2,2,2,1
28-07-2026 22:13,usr_316,Bright_Pattern,3,3,3,3,2
29-07-2026 07:03,usr_317,Dark_Pattern,7,8,6,8,7
29-07-2026 07:13,usr_318,Dark_Pattern,8,7,5,9,8
29-07-2026 07:56,usr_319,Bright_Pattern,2,2,2,2,2
29-07-2026 08:35,usr_320,Bright_Pattern,3,3,2,3,1
29-07-2026 09:07,usr_321,Dark_Pattern,8,7,6,8,8
29-07-2026 13:30,usr_322,Dark_Pattern,9,8,5,9,9
29-07-2026 13:38,usr_323,Bright_Pattern,2,2,2,2,1
29-07-2026 13:49,usr_324,Bright_Pattern,2,3,3,2,2
29-07-2026 14:20,usr_325,Dark_Pattern,7,7,6,8,7
29-07-2026 16:18,usr_326,Dark_Pattern,8,8,5,9,8
29-07-2026 19:17,usr_327,Bright_Pattern,3,2,2,3,2
29-07-2026 20:01,usr_328,Bright_Pattern,2,3,3,2,1
29-07-2026 20:30,usr_329,Dark_Pattern,7,7,6,8,7
29-07-2026 22:35,usr_330,Dark_Pattern,8,8,5,9,8
30-07-2026 06:15,usr_331,Bright_Pattern,2,2,2,2,1
30-07-2026 08:12,usr_332,Bright_Pattern,3,3,3,3,2
30-07-2026 08:22,usr_333,Dark_Pattern,8,7,6,9,8
30-07-2026 08:49,usr_334,Dark_Pattern,9,8,5,9,9
30-07-2026 10:36,usr_335,Bright_Pattern,2,2,2,2,2
30-07-2026 11:39,usr_336,Bright_Pattern,3,3,2,3,1
30-07-2026 14:41,usr_337,Dark_Pattern,7,7,6,8,7
30-07-2026 15:21,usr_338,Dark_Pattern,8,8,5,9,8
30-07-2026 15:35,usr_339,Bright_Pattern,2,3,2,2,1
30-07-2026 16:06,usr_340,Bright_Pattern,2,2,3,2,2
30-07-2026 19:24,usr_341,Dark_Pattern,7,7,6,8,7
30-07-2026 21:17,usr_342,Dark_Pattern,8,8,5,9,8
30-07-2026 23:02,usr_343,Bright_Pattern,3,2,2,3,2
30-07-2026 23:12,usr_344,Bright_Pattern,2,3,3,2,1
31-07-2026 06:17,usr_345,Dark_Pattern,8,7,6,9,8
31-07-2026 06:52,usr_346,Dark_Pattern,9,9,5,9,9
31-07-2026 06:53,usr_347,Bright_Pattern,2,2,2,2,1
31-07-2026 07:52,usr_348,Bright_Pattern,3,3,3,3,2
31-07-2026 08:42,usr_349,Dark_Pattern,7,8,6,8,7
31-07-2026 11:28,usr_350,Dark_Pattern,8,7,5,9,8
31-07-2026 11:48,usr_351,Bright_Pattern,2,2,2,2,2
31-07-2026 12:28,usr_352,Bright_Pattern,3,3,2,3,1
31-07-2026 12:29,usr_353,Dark_Pattern,8,7,6,8,8
31-07-2026 12:40,usr_354,Dark_Pattern,9,8,5,9,9
31-07-2026 17:09,usr_355,Bright_Pattern,2,2,2,2,1
31-07-2026 17:14,usr_356,Bright_Pattern,2,3,3,2,2
31-07-2026 17:37,usr_357,Dark_Pattern,7,7,6,8,7
31-07-2026 17:47,usr_358,Dark_Pattern,8,8,5,9,8
31-07-2026 18:56,usr_359,Bright_Pattern,3,2,2,3,2
31-07-2026 20:44,usr_360,Bright_Pattern,2,3,3,2,1
01-08-2026 07:21,usr_361,Dark_Pattern,7,7,6,8,7
01-08-2026 09:09,usr_362,Dark_Pattern,8,8,5,9,8
01-08-2026 09:12,usr_363,Bright_Pattern,2,2,2,2,1
01-08-2026 09:18,usr_364,Bright_Pattern,3,3,3,3,2
01-08-2026 09:54,usr_365,Dark_Pattern,8,7,6,9,8
01-08-2026 14:05,usr_366,Dark_Pattern,9,8,5,9,9
01-08-2026 14:12,usr_367,Bright_Pattern,2,2,2,2,2
01-08-2026 14:58,usr_368,Bright_Pattern,3,3,2,3,1
01-08-2026 15:17,usr_369,Dark_Pattern,7,7,6,8,7
01-08-2026 15:33,usr_370,Dark_Pattern,8,8,5,9,8
01-08-2026 20:11,usr_371,Bright_Pattern,2,3,2,2,1
01-08-2026 22:36,usr_372,Bright_Pattern,2,2,3,2,2
01-08-2026 23:27,usr_373,Dark_Pattern,7,7,6,8,7
02-08-2026 06:28,usr_374,Dark_Pattern,8,8,5,9,8
02-08-2026 07:06,usr_375,Bright_Pattern,3,2,2,3,2
02-08-2026 07:33,usr_376,Bright_Pattern,2,3,3,2,1
02-08-2026 08:31,usr_377,Dark_Pattern,8,7,6,9,8
02-08-2026 09:13,usr_378,Dark_Pattern,9,9,5,9,9
02-08-2026 11:14,usr_379,Bright_Pattern,2,2,2,2,1
02-08-2026 11:42,usr_380,Bright_Pattern,3,3,3,3,2
02-08-2026 12:52,usr_381,Dark_Pattern,7,8,6,8,7
02-08-2026 13:14,usr_382,Dark_Pattern,8,7,5,9,8
02-08-2026 15:44,usr_383,Bright_Pattern,2,2,2,2,2
02-08-2026 16:47,usr_384,Bright_Pattern,3,3,2,3,1
02-08-2026 17:48,usr_385,Dark_Pattern,8,7,6,8,8
02-08-2026 19:29,usr_386,Dark_Pattern,9,8,5,9,9
02-08-2026 19:53,usr_387,Bright_Pattern,2,2,2,2,1
02-08-2026 21:25,usr_388,Bright_Pattern,2,3,3,2,2
02-08-2026 23:16,usr_389,Dark_Pattern,7,7,6,8,7
03-08-2026 06:36,usr_390,Dark_Pattern,8,8,5,9,8
03-08-2026 07:45,usr_391,Bright_Pattern,3,2,2,3,2
03-08-2026 08:23,usr_392,Bright_Pattern,2,3,3,2,1
03-08-2026 08:45,usr_393,Dark_Pattern,7,7,6,8,7
03-08-2026 08:59,usr_394,Dark_Pattern,8,8,5,9,8
03-08-2026 12:55,usr_395,Bright_Pattern,2,2,2,2,1
03-08-2026 12:57,usr_396,Bright_Pattern,3,3,3,3,2
03-08-2026 13:03,usr_397,Dark_Pattern,8,7,6,9,8
